scenario,model_type,feature,shap_abs_mean,coef,coef_abs,relative_importance_pct,coef_direction
w2_predict_w2,lasso,v54_2,0.20708195951648528,0.23790037142841117,0.23790037142841117,4.132769729998272,positive
w2_predict_w2,lasso,v54_1,0.18241710917687165,0.20448316316170442,0.20448316316170442,3.552250977730362,positive
w2_predict_w2,lasso,v54_4,0.15070187776037447,-0.20698472960926934,0.20698472960926934,3.595707816532258,negative
w2_predict_w2,lasso,v25_6,0.13835888127914475,-0.1634657291530281,0.1634657291530281,2.8397022387122313,negative
w2_predict_w2,lasso,v5_5,0.12437915950732259,-0.16458603907924502,0.16458603907924502,2.8591640954696897,negative
w2_predict_w2,lasso,v28_6,0.12048389696387297,0.14636584173052392,0.14636584173052392,2.5426455477042085,positive
w2_predict_w2,lasso,v42_14,0.11981650096330429,-0.14874800944278038,0.14874800944278038,2.5840282095045297,negative
w2_predict_w2,lasso,v6_1,0.11904555207342324,0.1403926793502804,0.1403926793502804,2.438880662726451,positive
w2_predict_w2,lasso,v54_6,0.11900935165568656,-0.15478436985556854,0.15478436985556854,2.688890961267142,negative
w2_predict_w2,lasso,v19_3,0.11435904436689617,-0.12860382835525386,0.12860382835525386,2.2340865035110813,negative
w2_predict_w2,lasso,v19_10,0.09946150648518674,0.11183086076968254,0.11183086076968254,1.9427090150957227,positive
w2_predict_w2,lasso,v34,0.09773310269565832,0.12096656255222579,0.12096656255222579,2.1014130623508462,positive
w2_predict_w2,lasso,v54_3,0.09642932361041169,0.10718713476187436,0.10718713476187436,1.8620389002730966,positive
w2_predict_w2,lasso,v54_12,0.09508288010463956,-0.11316895124302662,0.11316895124302662,1.9659541229996402,negative
w2_predict_w2,lasso,v38,0.08178251550921595,0.11774978076730985,0.11774978076730985,2.045531609501955,positive
w2_predict_w2,lasso,v54_10,0.08099144888185027,-0.09927497913925323,0.09927497913925323,1.7245901142124826,negative
w2_predict_w2,lasso,v19_9,0.06891785940462962,0.07569006613023355,0.07569006613023355,1.3148765270369793,positive
w2_predict_w2,lasso,v23_8,0.06495632151978464,0.08146639953317189,0.08146639953317189,1.4152221284108095,positive
w2_predict_w2,lasso,v54_20,0.0644873111916014,-0.09573935218910329,0.09573935218910329,1.663169730761998,negative
w2_predict_w2,lasso,v28_7,0.0634795888352761,0.08440282958427464,0.08440282958427464,1.4662333528010436,positive
w2_predict_w2,lasso,v22_1,0.06219972676369342,0.07029819513195723,0.07029819513195723,1.2212097491503486,positive
w2_predict_w2,lasso,v22_4,0.06004401783195259,0.06851840850418037,0.06851840850418037,1.1902915616041583,positive
w2_predict_w2,lasso,v26_5,0.05972703577909863,0.08283373239140923,0.08283373239140923,1.4389752306587213,positive
w2_predict_w2,lasso,v25_13,0.05949765610133161,0.06803252771420706,0.06803252771420706,1.181850913070772,positive
w2_predict_w2,lasso,v54_8,0.056590785482826415,-0.07793424994157802,0.07793424994157802,1.3538621531139334,negative
w2_predict_w2,lasso,v26_4,0.05477287456464101,0.07571837325830691,0.07571837325830691,1.3153682742391477,positive
w2_predict_w2,lasso,v54_18,0.05448422937430906,0.061413010947092804,0.061413010947092804,1.066857656195685,positive
w2_predict_w2,lasso,v54_5,0.05132043956401239,-0.06745592536477144,0.06745592536477144,1.1718342631526335,negative
w2_predict_w2,lasso,v49,0.05052610349429589,-0.08022214204327507,0.08022214204327507,1.393607073084523,negative
w2_predict_w2,lasso,v6_6,0.04983739695378537,0.0644450706756329,0.0644450706756329,1.11953014506327,positive
