scenario,model_type,feature,coef_abs,relative_importance_pct,coef_direction
w3_predict_w3,ridge,53-15,0.09357389244965521,1.724949121448267,negative
w3_predict_w3,ridge,53-8,0.09190417419145636,1.6941693925394175,negative
w3_predict_w3,ridge,53-12,0.09152620445030375,1.6872018660652355,positive
w3_predict_w3,ridge,53-17,0.08996248281976293,1.658376088039145,negative
w3_predict_w3,ridge,29-10,0.08910431831325602,1.6425566102681028,positive
w3_predict_w3,ridge,25-2,0.08525400011695017,1.5715795159510382,negative
w3_predict_w3,ridge,24-3,0.08488963885426733,1.56486284933067,positive
w3_predict_w3,ridge,39-2,0.08321602643156185,1.5340113350608757,positive
w3_predict_w3,ridge,53-16,0.08268239088433073,1.5241742518288712,positive
w3_predict_w3,ridge,34,0.08251274139336975,1.5210469186301938,positive
w3_predict_w3,ridge,5-6,0.0802207553296557,1.4787962518739473,positive
w3_predict_w3,ridge,59,0.0788084746502602,1.4527621492691818,positive
w3_predict_w3,ridge,5-5,0.07728608802837293,1.424698344321216,positive
w3_predict_w3,ridge,39-5,0.0753950231000742,1.3898382920002597,negative
w3_predict_w3,ridge,53-11,0.07060749309975649,1.3015845552819931,positive
w3_predict_w3,ridge,48,0.07051249765480344,1.2998334011403452,negative
w3_predict_w3,ridge,27-4,0.0647753698738095,1.1940746978697043,negative
w3_predict_w3,ridge,5-9,0.0643799483997189,1.1867854646607583,negative
w3_predict_w3,ridge,26-14,0.06417888666354231,1.1830790754522376,positive
w3_predict_w3,ridge,28-2,0.0614440974847486,1.1326657382722707,positive
w3_predict_w3,ridge,53-19,0.06138261522160479,1.1315323689849812,negative
w3_predict_w3,ridge,11-6,0.0601249310297952,1.1083481112296618,negative
w3_predict_w3,ridge,28-1,0.05947571726872999,1.0963804493373872,negative
w3_predict_w3,ridge,53-10,0.0591375408017759,1.0901464754767745,positive
w3_predict_w3,ridge,24-1,0.058623574059244954,1.0806719686696606,positive
w3_predict_w3,ridge,53-1,0.05824770171184202,1.0737431057309066,negative
w3_predict_w3,ridge,53-13,0.057345794409394656,1.0571172695253497,positive
w3_predict_w3,ridge,29-6,0.0571355584654964,1.0532417621885222,positive
w3_predict_w3,ridge,32,0.055787340501653265,1.0283885971510283,positive
w3_predict_w3,ridge,27-6,0.05365664257070605,0.9891111296027327,positive
w3_predict_w3,ridge,29-8,0.052671916444244224,0.9709586041253795,negative
w3_predict_w3,ridge,26-4,0.05168246478647297,0.9527189678004682,negative
w3_predict_w3,ridge,53-7,0.05037169048595387,0.9285560424491064,positive
w3_predict_w3,ridge,5-3,0.04804502588944848,0.8856661086590158,negative
w3_predict_w3,ridge,28-3,0.047879499588400785,0.8826147826951801,negative
w3_predict_w3,ridge,4-2,0.04783562767244236,0.8818060440512315,positive
w3_predict_w3,ridge,53-6,0.04744747163898073,0.8746507425950617,positive
